cycle,ts,dopamine,serotonin,glutamate,gaba,noradrenaline,acetylcholine,histamine,orexin,bdnf,adenosine,endocannabinoid_2ag,cortisol,exploration_bias,plasticity_level,adaptive_threshold,survivors,participated,weakened,effectiveness,reciprocal_gate,allostatic_load
288,1783772837,0.354524,0.339877,0.689096,0.49277,0.848092,0.507222,0.4392,0.8089,0.8847,0.601458,1e-06,0.1423778204109197,0.817308490872306,0.9323363524670243,0.8477206709618054,10.0,94.0,84.0,0.003784159304366624,0.33777768532370245,0.08701533413905825
289,1783772848,0.351231,0.338066,0.689614,0.492834,0.848093,0.507456,0.4392,0.8087,0.8818,0.601423,1e-06,0.1423778204109197,0.8182511342494958,0.9330429785331444,0.8724600949131023,15.0,91.0,76.0,-0.0030337299629591996,0.33778583972659165,0.08701533413905825
290,1783772859,0.352514,0.338772,0.689413,0.492809,0.848094,0.507363,0.4392,0.8086,0.8821,0.601574,1e-06,0.1423778204109197,0.8178860343312883,0.932768798464755,0.8425031962840958,14.0,94.0,80.0,0.0011840948705267222,0.3375888678086141,0.08701533413905825
291,1783772871,0.35124,0.338071,0.689614,0.492834,0.848094,0.507453,0.4392,0.8084,0.8814,0.601396,1e-06,0.1423778204109197,0.818251724874949,0.9330427125722962,0.8642246458933289,16.0,86.0,70.0,-0.0011731280206919085,0.3377667274660298,0.08701533413905825
292,1783772882,0.351944,0.338458,0.689505,0.49282,0.848095,0.507401,0.4391,0.8083,0.8807,0.60155,1e-06,0.1423778204109197,0.8180521315263641,0.9328926650827314,0.8456856226494841,15.0,94.0,79.0,0.0006500013047470378,0.3375849092262208,0.08701533413905825
293,1783772893,0.351241,0.338071,0.689616,0.492834,0.848096,0.50745,0.4392,0.8081,0.8788,0.60131,1e-06,0.1423778204109197,0.8182548020978333,0.933044316847888,0.8581773080035571,11.0,97.0,86.0,-0.0006474398437661787,0.33784863645835456,0.08701533413905825
294,1783772904,0.350845,0.337854,0.689678,0.492842,0.848097,0.507477,0.4392,0.808,0.8842,0.601317,1e-06,0.1423778204109197,0.8183693839569527,0.9331299033861216,0.8672659645582378,12.0,89.0,77.0,-0.0003633387508247731,0.3378569855208482,0.08701533413905825
295,1783772916,0.353302,0.339205,0.689294,0.492796,0.848097,0.5073,0.4392,0.8078,0.888,0.60114,1e-06,0.1423778204109197,0.817669029082174,0.9326042886739838,0.8538379702919976,14.0,97.0,83.0,0.002266050838520942,0.3380765898645937,0.08701533413905825
296,1783772927,0.351831,0.338396,0.689526,0.492824,0.848098,0.507404,0.4393,0.8077,0.8906,0.600986,1e-06,0.1423778204109197,0.8180909157294751,0.9329203563962255,0.844895681078858,15.0,88.0,73.0,-0.001354698290995339,0.3382881329052156,0.08701533413905825
297,1783772938,0.353869,0.339517,0.689207,0.492786,0.848099,0.507258,0.4394,0.8075,0.8924,0.600678,1e-06,0.1423778204109197,0.8175103653212521,0.9324845976124637,0.8613271159780549,16.0,87.0,71.0,0.0018797146370338844,0.3386918530336509,0.08701533413905825
298,1783772950,0.352706,0.338877,0.689389,0.492808,0.848099,0.507339,0.4394,0.8074,0.897,0.600744,1e-06,0.1423778204109197,0.8178443970018721,0.9327347766738479,0.8566014717247636,12.0,96.0,84.0,-0.0010716285683604026,0.3386809771235557,0.08701533413905825
299,1783772961,0.350486,0.337656,0.689739,0.492851,0.8481,0.507497,0.4394,0.8072,0.9001,0.600876,1e-06,0.1423778204109197,0.8184802324154596,0.9332113098063977,0.8716587182189744,13.0,89.0,76.0,-0.002044091814133048,0.338563803986489,0.08701533413905825
300,1783772973,0.353931,0.339551,0.689199,0.492786,0.848101,0.50725,0.4394,0.8071,0.8999,0.600997,1e-06,0.1423778204109197,0.8174974040947841,0.9324738464026683,0.8598754080300628,11.0,90.0,79.0,0.00317799191231063,0.33843140279054224,0.08701533413905825
301,1783772984,0.350961,0.337918,0.689666,0.492842,0.848102,0.50746,0.4394,0.8069,0.8967,0.601031,1e-06,0.1423778204109197,0.8183475597945975,0.9331111222717536,0.8498507585160999,18.0,93.0,75.0,-0.002735532240962099,0.3383833019533796,0.08701533413905825
302,1783772996,0.354645,0.339944,0.689088,0.492773,0.848102,0.507196,0.4394,0.8068,0.8946,0.600965,1e-06,0.1423778204109197,0.8172966751027461,0.9323226190976189,0.8500145378724477,13.0,93.0,80.0,0.0033982697847568634,0.3384513113673657,0.08701533413905825
303,1783773007,0.357327,0.341419,0.688668,0.492722,0.848103,0.507003,0.4394,0.8066,0.8949,0.600916,1e-06,0.1423778204109197,0.8165318557179487,0.9317486661474359,0.8573019956381526,15.0,87.0,72.0,0.0024766674688377894,0.3385105379571559,0.08701533413905825
304,1783773019,0.354164,0.339679,0.689165,0.492783,0.848104,0.507228,0.4394,0.8065,0.8961,0.601051,1e-06,0.1423778204109197,0.8174371211164692,0.9324272780215839,0.8689818579134208,13.0,91.0,78.0,-0.0029159177369052058,0.3383583965700091,0.08701533413905825
305,1783773030,0.351151,0.338022,0.68964,0.49284,0.848104,0.507442,0.4394,0.8063,0.8968,0.601118,1e-06,0.1423778204109197,0.818299792329897,0.9330739454869865,0.870973314815879,14.0,90.0,76.0,-0.002776126764074467,0.3382673375990063,0.08701533413905825
306,1783773042,0.350938,0.337905,0.689674,0.492844,0.848105,0.507456,0.4394,0.8062,0.8952,0.601009,1e-06,0.1423778204109197,0.8183620957784744,0.933120338352107,0.8566170284307331,11.0,94.0,83.0,-0.0001950319900395589,0.3383791163193044,0.08701533413905825
307,1783773054,0.352018,0.338499,0.689505,0.492824,0.848106,0.507378,0.4394,0.806,0.8952,0.600786,1e-06,0.1423778204109197,0.8180551114377784,0.9328897665919572,0.8522405540130406,13.0,87.0,74.0,0.0009960916788360038,0.338644201423513,0.08701533413905825
308,1783773065,0.351769,0.338362,0.689545,0.492828,0.848106,0.507395,0.4395,0.8059,0.8958,0.600834,1e-06,0.1423778204109197,0.8181277822275997,0.9329439373897588,0.8617732209797753,13.0,91.0,78.0,-0.00022855951574912305,0.3386170209964591,0.08701533413905825
309,1783773077,0.352872,0.338969,0.689373,0.492809,0.848107,0.507315,0.4395,0.8058,0.8959,0.600772,1e-06,0.1423778204109197,0.8178140370675082,0.9327082974286149,0.8718340521618628,15.0,92.0,77.0,0.0010181000063992764,0.3387047546975213,0.08701533413905825
310,1783773089,0.351093,0.33799,0.689653,0.492842,0.848108,0.507441,0.4395,0.8056,0.8976,0.600672,1e-06,0.1423778204109197,0.8183239866546259,0.9330904297248416,0.8471165804512651,16.0,92.0,76.0,-0.0016387163381193254,0.3388407682882649,0.08701533413905825
311,1783773100,0.352098,0.338543,0.689496,0.492824,0.848109,0.507368,0.4395,0.8055,0.9009,0.600675,1e-06,0.1423778204109197,0.818038497352525,0.9328759840446381,0.8376904388455764,11.0,92.0,81.0,0.0009266924073595967,0.3388624378017855,0.08701533413905825
312,1783773112,0.353056,0.33907,0.689346,0.492806,0.848109,0.507298,0.4396,0.8053,0.9026,0.600616,1e-06,0.1423778204109197,0.8177662716356718,0.9326714872374217,0.8565410673512025,12.0,94.0,82.0,0.0008841225422131925,0.33894932646124976,0.08701533413905825
313,1783773124,0.350776,0.337816,0.689706,0.492849,0.84811,0.50746,0.4396,0.8052,0.9029,0.600666,1e-06,0.1423778204109197,0.8184191959783113,0.9331608541524902,0.8517494387257214,11.0,91.0,80.0,-0.0020996655766930966,0.3389098485228748,0.08701533413905825
314,1783773136,0.354865,0.340064,0.689064,0.492773,0.848111,0.507167,0.4396,0.8051,0.9011,0.600456,1e-06,0.1423778204109197,0.8172524811322581,0.9322854928473638,0.8508321086735279,16.0,92.0,76.0,0.0037721573560820813,0.3391650139660124,0.08701533413905825
315,1783773147,0.353129,0.33911,0.689337,0.492805,0.848111,0.507289,0.4396,0.8049,0.8997,0.600578,1e-06,0.1423778204109197,0.8177498125157794,0.9326581673794482,0.8768649340307995,14.0,89.0,75.0,-0.0015990374757627434,0.33905266977620874,0.08701533413905825
316,1783773159,0.353658,0.339401,0.689255,0.492796,0.848112,0.507251,0.4396,0.8048,0.9005,0.600557,1e-06,0.1423778204109197,0.8176001495469323,0.9325455973060358,0.8523845583188547,13.0,96.0,83.0,0.0004886596892573415,0.33908420884334606,0.08701533413905825
317,1783773171,0.353771,0.339463,0.689238,0.492794,0.848113,0.507241,0.4396,0.8046,0.8999,0.600706,0.360001,0.1423778204109197,0.8175695313657848,0.9325223119759734,0.8674773602033916,16.0,89.0,73.0,0.00010446620971038685,0.33891576619034225,0.08701533413905825
318,1783773183,0.352298,0.338653,0.68947,0.492821,0.848113,0.507345,0.4396,0.8045,0.8961,0.600726,0.216001,0.1423778204109197,0.8179917059455388,0.9328386223629996,0.8543894229026817,10.0,93.0,83.0,-0.001356276922991129,0.33887855633323954,0.08701533413905825
319,1783773195,0.350378,0.337597,0.689773,0.492859,0.848114,0.507482,0.4396,0.8043,0.8915,0.600631,0.129601,0.1423778204109197,0.8185419262591844,0.9332509681907413,0.8644558506154709,17.0,85.0,68.0,-0.0017684163492944793,0.33897860943326763,0.08701533413905825
320,1783773207,0.351159,0.338026,0.689651,0.492844,0.848115,0.507425,0.4396,0.8042,0.889,0.60068,0.077761,0.1423778204109197,0.8183203262795122,0.9330844499327169,0.8700035274947092,15.0,87.0,72.0,0.0007202302716977358,0.3389243266032873,0.08701533413905825
321,1783773219,0.347626,0.336083,0.690207,0.492911,0.848115,0.507676,0.4396,0.804,0.889,0.60065,0.046657,0.1423778204109197,0.819331113034669,0.9338422228540055,0.8579563800984517,15.0,93.0,78.0,-0.003250919010604669,0.3389560286223011,0.08701533413905825
322,1783773230,0.354339,0.339775,0.689153,0.492784,0.848116,0.507195,0.4397,0.8039,0.8825,0.600224,0.027994,0.1423778204109197,0.8174146738859337,0.9324045774695787,0.8511263697967228,8.0,91.0,83.0,0.00619138819146986,0.3394599000356108,0.08701533413905825
323,1783773243,0.35365,0.339396,0.689262,0.492797,0.848117,0.507243,0.4398,0.8038,0.8795,0.600078,0.016796,0.1423778204109197,0.8176129018610536,0.932552933544301,0.8483772704100687,13.0,96.0,83.0,-0.0006341785521089145,0.33968669002492746,0.08701533413905825
324,1783773254,0.353218,0.339159,0.689331,0.492807,0.848117,0.507273,0.4398,0.8037,0.8774,0.600174,0.010078,0.1423778204109197,0.8177379124875813,0.9326463777179332,0.8455634137412552,16.0,95.0,79.0,-0.0003978662668018773,0.33962996301744924,0.08701533413905825
325,1783773266,0.354109,0.339649,0.689192,0.49279,0.848118,0.507208,0.4398,0.8035,0.876,0.600402,0.006047,0.1423778204109197,0.8174847817928768,0.9324562170051328,0.8497557146703238,14.0,89.0,75.0,0.0008224923101987397,0.33938841411221443,0.08701533413905825
326,1783773278,0.355281,0.340293,0.689008,0.492768,0.848119,0.507124,0.4398,0.8034,0.8752,0.600497,0.003628,0.1423778204109197,0.817151337692995,0.9322058223371197,0.8639247791349703,14.0,91.0,77.0,0.0010820434579037034,0.33926682987855017,0.08701533413905825
327,1783773290,0.352726,0.338888,0.68941,0.492816,0.848119,0.507305,0.4397,0.8032,0.8751,0.600653,0.002177,0.1423778204109197,0.8178826347704683,0.932753984645013,0.841313474218597,15.0,87.0,72.0,-0.0023539466141175476,0.33906414091498505,0.08701533413905825
328,1783773302,0.35126,0.338082,0.689642,0.492844,0.84812,0.507409,0.4397,0.8031,0.8784,0.600593,0.001306,0.1423778204109197,0.8183031622743037,0.9330690708598287,0.8681165396271894,13.0,90.0,77.0,-0.001350769391167376,0.3391022586404895,0.08701533413905825
329,1783773314,0.35192,0.338445,0.689539,0.492832,0.84812,0.507361,0.4397,0.8029,0.8815,0.600629,0.000784,0.1423778204109197,0.8181158473977699,0.932928276370818,0.839687262967623,16.0,91.0,75.0,0.000609619033783999,0.33904446104834274,0.08701533413905825
330,1783773326,0.351999,0.338488,0.689526,0.492831,0.848121,0.507354,0.4396,0.8028,0.8839,0.600763,0.36047,0.1423778204109197,0.8180948770006138,0.9329122413171314,0.8618973692288012,14.0,86.0,72.0,7.30409865144722e-05,0.3388710827338398,0.08701533413905825
331,1783773339,0.353156,0.339125,0.689345,0.49281,0.848122,0.50727,0.4396,0.8026,0.8838,0.600713,0.216282,0.1423778204109197,0.8177657351090655,0.9326650787128211,0.8569062490924576,11.0,95.0,84.0,0.0010674266345932818,0.33890251791368775,0.08701533413905825
332,1783773351,0.353066,0.339075,0.68936,0.492811,0.848122,0.507275,0.4396,0.8025,0.8928,0.600955,0.482417,0.1423778204109197,0.8177927410269497,0.9326850280301745,0.8513237015494599,13.0,96.0,83.0,-8.17769770293751e-05,0.3386039625395814,0.08701533413905825
333,1783773363,0.350732,0.337792,0.689728,0.492855,0.848123,0.507441,0.4395,0.8023,0.8981,0.601077,0.28945,0.1423778204109197,0.8184609757245804,0.9331858999913837,0.8395269662912768,12.0,91.0,79.0,-0.0021494048729938328,0.33842041377770704,0.08701533413905825
334,1783773375,0.351193,0.338045,0.689656,0.492847,0.848124,0.507407,0.4395,0.8021,0.9032,0.60106,0.17367,0.1423778204109197,0.8183307051720857,0.9330878940685418,0.8811997997428993,13.0,91.0,78.0,0.00042543753363975513,0.3383973896443948,0.08701533413905825
335,1783773387,0.354384,0.3398,0.689155,0.492788,0.848124,0.507178,0.4394,0.802,0.9062,0.601054,0.104202,0.1423778204109197,0.8174203865616463,0.9324048531503166,0.850820276386918,15.0,92.0,77.0,0.0029436519044849555,0.3383764527510764,0.08701533413905825
336,1783773400,0.353702,0.339425,0.689263,0.492801,0.848125,0.507226,0.4394,0.8018,0.9068,0.600984,0.062521,0.1423778204109197,0.8176166576963718,0.9325517555836131,0.8428478554704795,16.0,92.0,76.0,-0.0006281194160549622,0.33844019692575344,0.08701533413905825
337,1783773412,0.354153,0.339673,0.689193,0.492792,0.848126,0.507193,0.4395,0.8017,0.9072,0.600655,0.037513,0.1423778204109197,0.8174894021014214,0.9324560140069094,0.8790651584119994,15.0,89.0,74.0,0.000416002299697846,0.3388240378480273,0.08701533413905825
338,1783773424,0.354609,0.339924,0.689122,0.492784,0.848126,0.507159,0.4395,0.8015,0.9068,0.600772,0.022508,0.1423778204109197,0.8173602421351152,0.9323588451835916,0.8738794274248957,16.0,95.0,79.0,0.0004221843008529887,0.33872436649361914,0.08701533413905825
339,1783773437,0.353826,0.339493,0.689246,0.492799,0.848127,0.507214,0.4395,0.8014,0.9012,0.600849,0.013505,0.1423778204109197,0.8175856053778238,0.9325275697936202,0.858858020922337,9.0,95.0,86.0,-0.0007220853374374349,0.3386456365455334,0.08701533413905825
340,1783773449,0.354294,0.339751,0.689173,0.49279,0.848127,0.507179,0.4395,0.8012,0.8971,0.600702,0.008103,0.1423778204109197,0.8174530618541888,0.9324278653501966,0.854808158233511,13.0,91.0,78.0,0.00043303262974880364,0.3388178855818734,0.08701533413905825
341,1783773461,0.357238,0.34137,0.688711,0.492735,0.848128,0.506968,0.4396,0.8011,0.8958,0.600092,0.004862,0.1423778204109197,0.8166134331442441,0.9317978480331012,0.8448381613751245,15.0,90.0,75.0,0.0027175312149886146,0.3395553599073114,0.08701533413905825
342,1783773474,0.357225,0.341363,0.688714,0.492736,0.848129,0.506968,0.4397,0.801,0.8952,0.600197,0.358021,0.1423778204109197,0.8166184243278505,0.9318012966470215,0.8578152515354723,14.0,94.0,80.0,-1.0939026049071205e-05,0.3395206919351179,0.08701533413905825
343,1783773486,0.387517,0.358023,0.683958,0.492166,0.848132,0.504799,0.4406,0.8009,0.8901,0.595341,0.214813,0.1423778204109197,0.8079711222935775,0.9253141072018346,0.8344704082309085,9.0,98.0,89.0,0.02819775828323576,0.3453000043545825,0.08701533413905825
344,1783773498,0.351588,0.338262,0.689605,0.492844,0.848132,0.507364,0.442,0.8009,0.885,0.591573,0.128888,0.1423778204109197,0.8182377454170726,0.9330137841936259,0.8545781067737911,11.0,99.0,88.0,-0.03310792179478857,0.35039256304820776,0.08701533413905825
345,1783773511,0.348002,0.33629,0.690169,0.492912,0.848133,0.507619,0.4441,0.8009,0.8805,0.584683,0.077333,0.1423778204109197,0.8192636424657841,0.9337829033041685,0.8453511542826628,11.0,95.0,84.0,-0.0033002104321656935,0.3594499541337455,0.08701533413905825
346,1783773523,0.349053,0.336868,0.690005,0.492893,0.848134,0.507543,0.4453,0.801,0.8771,0.586521,0.0464,0.1423778204109197,0.8189649730662979,0.9335585986179707,0.8377924198826896,10.0,87.0,77.0,0.0009679165469392664,0.3587982878936218,0.08701533413905825
347,1783773535,0.349809,0.337284,0.689887,0.492879,0.848134,0.507488,0.4458,0.801,0.8705,0.588478,0.02784,0.1423778204109197,0.8187502352989622,0.9333972436899659,0.8711720464457468,18.0,89.0,71.0,0.0006975314748145136,0.35731946152553523,0.08701533413905825
348,1783773548,0.350146,0.337469,0.689835,0.492872,0.848135,0.507463,0.4459,0.8011,0.8668,0.589854,0.016704,0.1423778204109197,0.8186554733550636,0.9333258716583288,0.8667136890822746,15.0,92.0,77.0,0.00031077559495385474,0.35603050306787465,0.08701533413905825
349,1783773560,0.34946,0.337092,0.689943,0.492885,0.848136,0.507511,0.446,0.8011,0.8677,0.589321,0.010022,0.1423778204109197,0.8188529497590592,0.9334736794111469,0.8773342056050482,14.0,86.0,72.0,-0.0006313014131542861,0.3567203721475123,0.08701533413905825
350,1783773573,0.350443,0.337632,0.689789,0.492867,0.848136,0.50744,0.4462,0.8011,0.8684,0.588971,0.006013,0.1423778204109197,0.8185733898130155,0.9332637109197507,0.8568814510433276,14.0,92.0,78.0,0.0009066061551711371,0.35724318050325854,0.08701533413905825
351,1783773585,0.350171,0.337483,0.689833,0.492873,0.848137,0.507458,0.4465,0.8011,0.869,0.587934,0.003608,0.1423778204109197,0.818652553707723,0.9333227863220493,0.8561174448843069,12.0,89.0,77.0,-0.0002500187924356846,0.35858780635228105,0.08701533413905825
352,1783773597,0.35528,0.340293,0.689031,0.492777,0.848137,0.507092,0.4464,0.801,0.8694,0.589805,0.002165,0.1423778204109197,0.8171941985782515,0.9322287234641968,0.8608567945955382,13.0,93.0,80.0,0.004713692227202519,0.3565953644465966,0.08701533413905825
353,1783773610,0.352169,0.338582,0.68952,0.492836,0.848138,0.507314,0.4461,0.8009,0.8656,0.591184,0.001299,0.1423778204109197,0.8180843311150683,0.9328960273589293,0.8523469580057602,7.0,96.0,89.0,-0.002866244940542477,0.3548831351126176,0.08701533413905825
354,1783773622,0.353848,0.339505,0.689257,0.492804,0.848139,0.507193,0.4456,0.8008,0.8635,0.592542,0.000779,0.1423778204109197,0.8176060278418091,0.9325370053938946,0.8681882302107649,15.0,95.0,80.0,0.0015488106420278242,0.3530474345788323,0.08701533413905825
355,1783773635,0.352532,0.338782,0.689465,0.492829,0.848139,0.507286,0.4451,0.8006,0.863,0.593511,0.000467,0.1423778204109197,0.8179833465597304,0.9328197009149898,0.8737051942321326,15.0,93.0,78.0,-0.001212150152481321,0.3515696242051826,0.08701533413905825
356,1783773648,0.351616,0.338277,0.68961,0.492846,0.84814,0.50735,0.4445,0.8004,0.8657,0.594492,0.00028,0.1423778204109197,0.8182465784588209,0.933016832309695,0.8494409860359967,14.0,96.0,82.0,-0.0008438891110817928,0.35005587694362783,0.08701533413905825
357,1783773660,0.355326,0.340318,0.689027,0.492777,0.84814,0.507084,0.444,0.8002,0.8708,0.595291,0.000168,0.1423778204109197,0.8171878841733523,0.9322225200487374,0.855394710966112,14.0,99.0,85.0,0.0034232923454285196,0.3487401338605395,0.08701533413905825
358,1783773673,0.351073,0.337979,0.689696,0.492858,0.848141,0.507387,0.4435,0.8,0.8737,0.596112,0.000101,0.1423778204109197,0.8184043278930007,0.9331345622694294,0.8472137513530338,16.0,87.0,71.0,-0.00391776102914265,0.34740963370237765,0.08701533413905825
359,1783773685,0.35061,0.337724,0.68977,0.492867,0.848142,0.507419,0.4431,0.7998,0.8756,0.5967,6.1e-05,0.1423778204109197,0.8185379822517319,0.9332345134423345,0.8555498434105434,14.0,85.0,71.0,-0.0004258894010618418,0.3463591435916643,0.08701533413905825
360,1783773698,0.351744,0.338348,0.689592,0.492845,0.848142,0.507337,0.4427,0.7996,0.8755,0.596795,3.7e-05,0.1423778204109197,0.8182152871055806,0.9329922034546004,0.8360302741383678,11.0,89.0,78.0,0.0010458932756056514,0.34592330051416503,0.08701533413905825
361,1783773711,0.355507,0.340418,0.689002,0.492774,0.848143,0.507067,0.4424,0.7994,0.8759,0.597465,2.2e-05,0.1423778204109197,0.8171413280882064,0.9321864465266267,0.8697832075568999,14.0,96.0,82.0,0.003472686294266383,0.34489411035991546,0.08701533413905825
362,1783773724,0.352248,0.338625,0.689514,0.492837,0.848143,0.507299,0.442,0.7992,0.8763,0.598107,1.3e-05,0.1423778204109197,0.8180739843331223,0.9328856520037343,0.8697200533574334,14.0,95.0,81.0,-0.003003642570378065,0.3438851172519407,0.08701533413905825
363,1783773736,0.349523,0.337127,0.689943,0.492888,0.848144,0.507492,0.4418,0.799,0.8863,0.597986,8e-06,0.1423778204109197,0.818853809695909,0.9334702352728279,0.8713711715920063,11.0,99.0,88.0,-0.002508731869230005,0.34377100207635847,0.08701533413905825
364,1783773749,0.35019,0.337493,0.689839,0.492876,0.848145,0.507444,0.4415,0.7987,0.8927,0.598463,5e-06,0.1423778204109197,0.8186646125875601,0.933328052637403,0.8602028542012492,12.0,95.0,83.0,0.000614968349599754,0.34304356145345094,0.08701533413905825
365,1783773762,0.352467,0.338746,0.689481,0.492833,0.848145,0.50728,0.4413,0.7985,0.8977,0.598726,3e-06,0.1423778204109197,0.8180154080855871,0.9328408654008755,0.8627145962617193,14.0,86.0,72.0,0.0020993753836241356,0.3425579130174156,0.08701533413905825
366,1783773775,0.351755,0.338354,0.689594,0.492847,0.848146,0.50733,0.4411,0.7983,0.9012,0.598926,2e-06,0.1423778204109197,0.8182201598784675,0.9329941463249164,0.857472767467609,14.0,92.0,78.0,-0.000655465445129335,0.34216605911219095,0.08701533413905825
367,1783773788,0.350851,0.337857,0.689737,0.492864,0.848146,0.507394,0.4409,0.7982,0.9037,0.599137,1e-06,0.1423778204109197,0.818479757710091,0.9331885627127869,0.8654372980756566,13.0,94.0,81.0,-0.0008321757380354128,0.3417827813785336,0.08701533413905825
368,1783773801,0.353521,0.339326,0.689318,0.492814,0.848147,0.507202,0.4407,0.798,0.9079,0.59943,1e-06,0.1423778204109197,0.817718093879757,0.9326170337843374,0.86048202984551,14.0,94.0,80.0,0.0024628567579378434,0.34131644696497343,0.08701533413905825
369,1783773813,0.350967,0.337921,0.68972,0.492863,0.848148,0.507383,0.4406,0.7978,0.9111,0.5995,1e-06,0.1423778204109197,0.818449164019961,0.9331650562593439,0.8559843352932353,13.0,91.0,78.0,-0.0023526201281563546,0.34111251287548133,0.08701533413905825
370,1783773826,0.351217,0.338058,0.689682,0.492858,0.848148,0.507365,0.4404,0.7976,0.9156,0.599932,1e-06,0.1423778204109197,0.8183791409297215,0.9331122597325063,0.8717532481809354,13.0,89.0,76.0,0.0002307124697569835,0.34050899901283693,0.08701533413905825
371,1783773839,0.349889,0.337328,0.689891,0.492883,0.848149,0.507459,0.4404,0.7974,0.919,0.599739,1e-06,0.1423778204109197,0.8187596184634744,0.9333973395901168,0.8390549476187518,13.0,97.0,84.0,-0.001221707912528377,0.34061667930898587,0.08701533413905825
372,1783773852,0.354536,0.339884,0.689161,0.492796,0.848149,0.507126,0.4403,0.7972,0.9183,0.599727,1e-06,0.1423778204109197,0.817433230031071,0.9324022708850597,0.8722426644733485,16.0,86.0,70.0,0.004286405302925718,0.34057111551629005,0.08701533413905825
373,1783773865,0.354835,0.340048,0.689115,0.49279,0.84815,0.507103,0.4403,0.7971,0.9184,0.599762,1e-06,0.1423778204109197,0.8173490769866724,0.9323388796284796,0.8513811478438307,16.0,87.0,71.0,0.0002765116313452328,0.340489520861403,0.08701533413905825
374,1783773878,0.353126,0.339108,0.689384,0.492823,0.84815,0.507224,0.4402,0.7969,0.9167,0.600022,1e-06,0.1423778204109197,0.8178388934065237,0.9327059663731151,0.8554829537223038,11.0,87.0,76.0,-0.0015756647692256895,0.340150104602982,0.08701533413905825
375,1783773891,0.35494,0.340106,0.6891,0.492789,0.848151,0.507094,0.4401,0.7968,0.9151,0.600206,1e-06,0.1423778204109197,0.8173216081445138,0.9323177277549657,0.8477204741597355,15.0,95.0,80.0,0.0016747847682211056,0.3398773932220874,0.08701533413905825
376,1783773904,0.352998,0.339038,0.689406,0.492826,0.848152,0.507232,0.44,0.7966,0.9137,0.600187,1e-06,0.1423778204109197,0.8178777552766219,0.9327345643266272,0.8721789817576184,15.0,93.0,78.0,-0.001789662452317993,0.33983771525546114,0.08701533413905825
377,1783773917,0.357807,0.341683,0.688651,0.492735,0.848152,0.506887,0.44,0.7964,0.9122,0.600334,1e-06,0.1423778204109197,0.8165052133786903,0.9317048850156219,0.8664978024562074,16.0,92.0,76.0,0.004439355378123373,0.3396231806788227,0.08701533413905825
378,1783773930,0.353345,0.339229,0.689353,0.49282,0.848153,0.507205,0.4399,0.7963,0.9111,0.600297,1e-06,0.1423778204109197,0.8177812716930998,0.9326616567494035,0.8538416965387408,14.0,92.0,78.0,-0.004112950237911039,0.33961956647517594,0.08701533413905825
379,1783773943,0.352184,0.33859,0.689536,0.492842,0.848153,0.507287,0.4399,0.7961,0.9077,0.600306,1e-06,0.1423778204109197,0.8181143252398764,0.9329111757886887,0.8503345424814958,11.0,91.0,80.0,-0.0010696346965848166,0.3395805165326231,0.08701533413905825
380,1783773957,0.355822,0.340591,0.688965,0.492774,0.848154,0.507026,0.4399,0.796,0.9032,0.600366,1e-06,0.1423778204109197,0.8170761138166952,0.9321322469774578,0.8299393284951989,11.0,92.0,81.0,0.003357259130874154,0.3394886815728362,0.08701533413905825
381,1783773970,0.353604,0.339371,0.689314,0.492816,0.848154,0.507184,0.4398,0.7958,0.9001,0.600454,1e-06,0.1423778204109197,0.8177109945544354,0.9326081381596225,0.8642329303185882,13.0,93.0,80.0,-0.0020441270202441143,0.33936255710098523,0.08701533413905825
382,1783773983,0.353499,0.339313,0.689331,0.492818,0.848155,0.50719,0.4398,0.7957,0.8967,0.600671,0.360001,0.1423778204109197,0.8177424029171846,0.9326314259290276,0.8581899910306804,17.0,86.0,69.0,-9.665197541297217e-05,0.33907980997068976,0.08701533413905825
383,1783773996,0.352452,0.338738,0.689496,0.492838,0.848155,0.507264,0.4397,0.7955,0.895,0.600873,0.216001,0.1423778204109197,0.8180426674244554,0.9328563566711147,0.839969892252239,15.0,95.0,80.0,-0.0009639954164101939,0.33879542697948273,0.08701533413905825
384,1783774009,0.351068,0.337976,0.689715,0.492864,0.848156,0.507362,0.4396,0.7953,0.8959,0.600961,0.129601,0.1423778204109197,0.8184392614845267,0.9331535354379261,0.866666907251026,13.0,93.0,80.0,-0.0012742869757000714,0.3386339188856379,0.08701533413905825
385,1783774022,0.353011,0.339045,0.68941,0.492827,0.848157,0.507222,0.4396,0.7952,0.8944,0.600916,0.077761,0.1423778204109197,0.8178853896722188,0.9327378656564377,0.8597497145964187,11.0,91.0,80.0,0.001791783457754493,0.3386355632199465,0.08701533413905825
386,1783774036,0.35341,0.339264,0.689348,0.49282,0.848157,0.507193,0.4395,0.795,0.8936,0.600857,0.046657,0.1423778204109197,0.8177726900622282,0.9326530758785586,0.8514566543391293,13.0,92.0,79.0,0.0003683213985993765,0.3386748342539626,0.08701533413905825
387,1783774049,0.353544,0.339338,0.689328,0.492819,0.848158,0.507183,0.4395,0.7949,0.894,0.600934,0.027994,0.1423778204109197,0.8177357125069087,0.932625078489467,0.8431896451877995,12.0,91.0,79.0,0.000123958888301617,0.33857016397777384,0.08701533413905825
