cycle,ts,dopamine,serotonin,glutamate,gaba,noradrenaline,acetylcholine,histamine,orexin,bdnf,adenosine,endocannabinoid_2ag,cortisol,exploration_bias,plasticity_level,adaptive_threshold,survivors,participated,weakened,effectiveness,reciprocal_gate,allostatic_load
1021,1783786555,0.348479,0.336552,0.690334,0.492992,0.848334,0.50725,0.4406,0.704,0.8687,0.598572,0.015065,0.1423778204109197,0.8195792328127665,0.9339223438583762,0.8552733404261886,12.0,91.0,79.0,0.0014535980501417755,0.34202647292411337,0.08701533413905825
1022,1783786582,0.349434,0.337078,0.690184,0.492974,0.848334,0.507182,0.4406,0.7039,0.8678,0.598822,0.009039,0.1423778204109197,0.8193064392182293,0.9337176855151275,0.8600568543315266,13.0,88.0,75.0,0.000880456005615595,0.34180897104687935,0.08701533413905825
1023,1783786609,0.348387,0.336501,0.690348,0.492994,0.848335,0.507256,0.4406,0.7038,0.8672,0.59916,0.005423,0.1423778204109197,0.8196061338231847,0.9339423934216274,0.8432944425179862,13.0,91.0,78.0,-0.0009646743572636069,0.34143287973281544,0.08701533413905825
1024,1783786636,0.348766,0.33671,0.690289,0.492987,0.848335,0.507229,0.4406,0.7036,0.868,0.599208,0.003254,0.1423778204109197,0.8194978785176333,0.9338611389951379,0.8684486144787931,15.0,91.0,76.0,0.00034999961173463667,0.3413495758129709,0.08701533413905825
1025,1783786663,0.34924,0.336971,0.690215,0.492978,0.848335,0.507195,0.4405,0.7035,0.8678,0.599157,0.001952,0.1423778204109197,0.8193628871915705,0.9337598326529186,0.8610360112485831,15.0,94.0,79.0,0.000436222835640693,0.34138504306907946,0.08701533413905825
1026,1783786690,0.347678,0.336112,0.69046,0.493007,0.848335,0.507306,0.4405,0.7034,0.8684,0.599085,0.001171,0.1423778204109197,0.819809439290543,0.9340946839788931,0.8574063782171424,12.0,89.0,77.0,-0.0014376503543495037,0.3414591301483556,0.08701533413905825
1027,1783786718,0.347678,0.336112,0.69046,0.493007,0.848335,0.507306,0.4406,0.7032,0.8647,0.598951,0.360703,0.1423778204109197,0.8198097269267626,0.9340948370569845,0.844000637283459,18.0,94.0,76.0,1.7237631670494922e-07,0.34161871110384884,0.08701533413905825
1028,1783786745,0.348696,0.336672,0.690301,0.492988,0.848335,0.507233,0.4406,0.7031,0.8701,0.598984,0.216422,0.1423778204109197,0.8195191027124366,0.9338768063461134,0.8448289288219598,14.0,91.0,77.0,0.0009377293195669235,0.34159767777269423,0.08701533413905825
1029,1783786772,0.369119,0.347904,0.687091,0.492603,0.848335,0.505774,0.4409,0.703,0.875,0.597292,0.129853,0.1423778204109197,0.8136843610375464,0.9295006876385314,0.8536172997976588,15.0,87.0,72.0,0.0189127130883385,0.3436026144408858,0.08701533413905825
1030,1783786799,0.353057,0.33907,0.689616,0.492906,0.848335,0.506921,0.4412,0.7029,0.8757,0.596555,0.077912,0.1423778204109197,0.8182736617920707,0.932942600851489,0.8770338393297268,11.0,87.0,76.0,-0.014807441477436798,0.34469133010862013,0.08701533413905825
1031,1783786826,0.349663,0.337204,0.690149,0.49297,0.848336,0.507163,0.4414,0.7028,0.877,0.596879,0.046747,0.1423778204109197,0.8192436631437608,0.9336700396105675,0.8484966092409918,13.0,86.0,73.0,-0.0031258990085849345,0.34455521107603393,0.08701533413905825
1032,1783786853,0.348147,0.33637,0.690387,0.492999,0.848336,0.507271,0.4415,0.7027,0.8758,0.597445,0.028048,0.1423778204109197,0.8196771908714788,0.9339951232496807,0.874920622677449,11.0,99.0,88.0,-0.0013958804986081306,0.3440188477532238,0.08701533413905825
1033,1783786880,0.348515,0.336572,0.69033,0.492992,0.848336,0.507245,0.4414,0.7025,0.875,0.597862,0.016829,0.1423778204109197,0.8195724022540807,0.9339164697277399,0.8517673052567488,13.0,95.0,82.0,0.00033878759269562685,0.34354753342725664,0.08701533413905825
1034,1783786908,0.348147,0.33637,0.690388,0.492999,0.848336,0.507271,0.4413,0.7024,0.8745,0.598343,0.010097,0.1423778204109197,0.8196777601815313,0.9339954262119876,0.8835585394965522,13.0,92.0,79.0,-0.00033841125358142544,0.3429419333990797,0.08701533413905825
1035,1783786935,0.348415,0.336517,0.690346,0.492994,0.848336,0.507252,0.4411,0.7023,0.8746,0.598732,0.006058,0.1423778204109197,0.8196014648771252,0.9339381428696654,0.8662108357241886,14.0,86.0,72.0,0.00024695287595452716,0.3423956933793557,0.08701533413905825
1036,1783786963,0.347587,0.336062,0.690476,0.493009,0.848336,0.50731,0.441,0.7021,0.8735,0.599061,0.003635,0.1423778204109197,0.8198384341197091,0.934115808034679,0.8470470358564052,11.0,97.0,86.0,-0.0007623909758929008,0.341897405365549,0.08701533413905825
1037,1783786990,0.347587,0.336062,0.690476,0.493009,0.848336,0.50731,0.4408,0.7019,0.8746,0.59934,0.362181,0.1423778204109197,0.8198387171881267,0.9341159586659327,0.8631866821820257,9.0,89.0,80.0,1.6991759289168376e-07,0.34144968375588425,0.08701533413905825
1038,1783787017,0.347587,0.336062,0.690476,0.493009,0.848336,0.50731,0.4407,0.7018,0.8725,0.599241,0.217309,0.1423778204109197,0.8198389998056609,0.9341161090556613,0.8563234150780618,9.0,89.0,80.0,1.6967489097622536e-07,0.3414483986291189,0.08701533413905825
1039,1783787044,0.347568,0.336051,0.69048,0.49301,0.848337,0.507311,0.4406,0.7016,0.8735,0.599472,0.130385,0.1423778204109197,0.8198446535289289,0.9341202878711004,0.8288311707630198,13.0,90.0,77.0,-1.7136716882045164e-05,0.3411056190403832,0.08701533413905825
1040,1783787072,0.347209,0.335854,0.690536,0.493017,0.848337,0.507337,0.4404,0.7014,0.8734,0.599831,0.078231,0.1423778204109197,0.8199474479145404,0.934197322279481,0.8676040906013476,14.0,95.0,81.0,-0.000330074368920272,0.3406037533282682,0.08701533413905825
1041,1783787099,0.347209,0.335854,0.690536,0.493017,0.848337,0.507336,0.4404,0.7013,0.8735,0.599431,0.046939,0.1423778204109197,0.8199477291857695,0.9341974719480336,0.8517237784257278,12.0,96.0,84.0,1.689512702174713e-07,0.3409757473297877,0.08701533413905825
1042,1783787127,0.347114,0.335802,0.690551,0.493018,0.848337,0.507343,0.4404,0.7011,0.8623,0.599524,0.028163,0.1423778204109197,0.8199751211214443,0.9342179547106538,0.8488294113935696,20.0,86.0,66.0,-8.716715231758284e-05,0.34084640313085146,0.08701533413905825
1043,1783787154,0.348141,0.336367,0.69039,0.492999,0.848337,0.507269,0.4403,0.701,0.8545,0.599818,0.016898,0.1423778204109197,0.8196819597781655,0.9339980226095683,0.837465328961944,13.0,96.0,83.0,0.0009457342687265548,0.34047404219159605,0.08701533413905825
1044,1783787181,0.348105,0.336347,0.690396,0.493,0.848337,0.507272,0.4402,0.7008,0.8487,0.600206,0.335616,0.1423778204109197,0.819692650212532,0.9340059794370026,0.8543802334132098,15.0,89.0,74.0,-3.337749088708301e-05,0.33996134953411716,0.08701533413905825
1045,1783787209,0.348386,0.336501,0.690352,0.492994,0.848337,0.507251,0.4402,0.7006,0.8446,0.599699,0.20137,0.1423778204109197,0.8196127164255813,0.9339459681935126,0.8411111519150906,13.0,89.0,76.0,0.00025865925543199815,0.340472324673882,0.08701533413905825
1046,1783787237,0.348544,0.336588,0.690327,0.492991,0.848337,0.50724,0.4401,0.7005,0.8424,0.599906,0.120822,0.1423778204109197,0.8195676797516839,0.9339121298796538,0.8540598483394986,12.0,92.0,80.0,0.0001462063569991547,0.3402308472717173,0.08701533413905825
1047,1783787265,0.347986,0.336281,0.690415,0.493002,0.848338,0.50728,0.4401,0.7003,0.845,0.600101,0.072493,0.1423778204109197,0.8197276250252051,0.9340320281209789,0.843916528593132,15.0,89.0,74.0,-0.0005143088539360366,0.3399766130902021,0.08701533413905825
1048,1783787292,0.347916,0.336242,0.690426,0.493004,0.848338,0.507284,0.44,0.7002,0.8512,0.600287,0.366295,0.1423778204109197,0.8197479031916209,0.9340471761263739,0.8482735118794625,17.0,87.0,70.0,-6.427526630128813e-05,0.33971566916314144,0.08701533413905825
1049,1783787320,0.347916,0.336242,0.690426,0.493004,0.848338,0.507284,0.4399,0.7,0.8563,0.600383,0.219777,0.1423778204109197,0.8197481762519572,0.9340473203963882,0.8563159631403305,15.0,94.0,79.0,1.820777686985559e-07,0.339549928414199,0.08701533413905825
1050,1783787347,0.347078,0.335782,0.690558,0.49302,0.848338,0.507344,0.4398,0.6999,0.8593,0.600585,0.131866,0.1423778204109197,0.8199877868739012,0.9342269679315687,0.8566009743034675,13.0,95.0,82.0,-0.000770815130277235,0.3392627498899392,0.08701533413905825
1051,1783787375,0.347666,0.336105,0.690466,0.493009,0.848338,0.507302,0.4398,0.6997,0.8567,0.600572,0.07912,0.1423778204109197,0.8198200637251427,0.9341011152324633,0.858776592108671,9.0,97.0,88.0,0.0005414461401370862,0.3392184649229575,0.08701533413905825
1052,1783787402,0.347761,0.336157,0.690451,0.493007,0.848338,0.507295,0.4398,0.6995,0.8593,0.600518,0.407472,0.1423778204109197,0.8197932290289196,0.9340809289662829,0.8680369090054185,17.0,90.0,73.0,8.75180018869238e-05,0.33924208544607015,0.08701533413905825
1053,1783787430,0.347761,0.336157,0.690451,0.493007,0.848338,0.507294,0.4397,0.6994,0.8604,0.600537,0.244483,0.1423778204109197,0.8197935003418014,0.9340810723002372,0.852498388948274,12.0,90.0,78.0,1.8113686344682496e-07,0.3391983998122491,0.08701533413905825
1054,1783787458,0.347462,0.335993,0.690499,0.493013,0.848338,0.507316,0.4397,0.6992,0.8607,0.600815,0.14669,0.1423778204109197,0.8198793048870215,0.9341453656515343,0.8284847969810629,16.0,92.0,76.0,-0.00027538450206130214,0.33885307986857427,0.08701533413905825
1055,1783787485,0.346695,0.335571,0.690619,0.493027,0.848339,0.50737,0.4396,0.6991,0.8601,0.600744,0.088014,0.1423778204109197,0.8200987176655862,0.9343098652707136,0.8513352822269695,12.0,88.0,76.0,-0.0007056831204072154,0.33888973590800203,0.08701533413905825
1056,1783787513,0.346695,0.335571,0.690619,0.493027,0.848339,0.50737,0.4396,0.6989,0.8573,0.600931,0.412808,0.1423778204109197,0.820098992345166,0.9343100114083128,0.8591454377854758,10.0,99.0,89.0,1.6540428674372692e-07,0.3386450351356014,0.08701533413905825
1057,1783787540,0.346695,0.335571,0.69062,0.493028,0.848339,0.50737,0.4395,0.6988,0.8553,0.600907,0.247685,0.1423778204109197,0.8200992619267643,0.9343101538148691,0.8408087054173402,13.0,95.0,82.0,1.8020357692804597e-07,0.338632964594921,0.08701533413905825
1058,1783787568,0.346906,0.335687,0.690587,0.493024,0.848339,0.507354,0.4395,0.6986,0.8561,0.600949,0.148611,0.1423778204109197,0.8200390913002676,0.9342649661575839,0.8739118480253509,14.0,91.0,77.0,0.00019486972056290065,0.33855815521644467,0.08701533413905825
1059,1783787596,0.346828,0.335644,0.690599,0.493025,0.848339,0.50736,0.4395,0.6984,0.8547,0.601066,0.089167,0.1423778204109197,0.8200618440777806,0.9342819711453224,0.8513212452340728,17.0,90.0,73.0,-7.22447431208445e-05,0.3383971286515113,0.08701533413905825
1060,1783787624,0.346851,0.335657,0.690596,0.493025,0.848339,0.507358,0.4395,0.6983,0.8532,0.600936,0.252016,0.1423778204109197,0.8200554857047408,0.9342771428619503,0.8716284236766612,12.0,97.0,85.0,2.152512560728858e-05,0.33851971005605785,0.08701533413905825
1061,1783787652,0.346483,0.335455,0.690653,0.493032,0.848339,0.507384,0.4395,0.6981,0.8568,0.600868,0.15121,0.1423778204109197,0.820160827071026,0.9343560894746638,0.8513787731370936,13.0,93.0,80.0,-0.0003382454522757299,0.3385947570392406,0.08701533413905825
1062,1783787680,0.347516,0.336023,0.690491,0.493012,0.848339,0.50731,0.4395,0.698,0.8614,0.600791,0.090726,0.1423778204109197,0.8198659880665117,0.9341349009006578,0.8630968591731403,15.0,88.0,73.0,0.0009509434919608996,0.3386905499274684,0.08701533413905825
1063,1783787708,0.347516,0.336023,0.690491,0.493012,0.84834,0.50731,0.4396,0.6978,0.8603,0.6003,0.414436,0.1423778204109197,0.8198662597477357,0.9341350454321257,0.8514188934997735,9.0,95.0,86.0,1.6378779366582984e-07,0.3392830849492279,0.08701533413905825
1064,1783787735,0.347516,0.336023,0.690492,0.493012,0.84834,0.50731,0.4397,0.6977,0.8609,0.600081,0.435303,0.1423778204109197,0.8198665310045665,0.9341351897362584,0.8518529895199205,14.0,94.0,80.0,1.6355935068166272e-07,0.33961257946445944,0.08701533413905825
1065,1783787763,0.348477,0.336551,0.690341,0.492994,0.84834,0.507241,0.4398,0.6976,0.8605,0.600146,0.261182,0.1423778204109197,0.8195923573935362,0.9339295004802459,0.8618872725998546,11.0,94.0,83.0,0.0008845971343479363,0.33961322562512164,0.08701533413905825
1066,1783787791,0.349499,0.337114,0.69018,0.492975,0.84834,0.507168,0.4398,0.6975,0.8629,0.600204,0.156709,0.1423778204109197,0.8193004083600633,0.9337104797479434,0.8577638834234588,13.0,88.0,75.0,0.0009421479944392307,0.33959073793758515,0.08701533413905825
1067,1783787819,0.349136,0.336914,0.690237,0.492982,0.84834,0.507193,0.4398,0.6973,0.8602,0.600165,0.094025,0.1423778204109197,0.819404453349565,0.9337884546232049,0.8482888002569045,9.0,92.0,83.0,-0.00033432744716068455,0.33966161655630966,0.08701533413905825
1068,1783787847,0.349489,0.337108,0.690182,0.492975,0.84834,0.507168,0.4398,0.6972,0.8585,0.600325,0.056415,0.1423778204109197,0.8193040057518963,0.9337130601482151,0.8613247347497482,13.0,88.0,75.0,0.0003248288735794113,0.3394951315894167,0.08701533413905825
1069,1783787875,0.348078,0.336332,0.690404,0.493002,0.84834,0.507268,0.4398,0.697,0.859,0.600499,0.033849,0.1423778204109197,0.8197072096235773,0.9340154043651572,0.8713437887073703,16.0,88.0,72.0,-0.0012982037364553346,0.33928527211259163,0.08701533413905825
1070,1783787903,0.347141,0.335817,0.690551,0.493019,0.84834,0.507335,0.4397,0.6969,0.8576,0.600583,0.020309,0.1423778204109197,0.8199752561322387,0.9342163806495472,0.861423000684475,10.0,93.0,83.0,-0.0008624654071200203,0.3391610504788142,0.08701533413905825
1071,1783787932,0.346577,0.335506,0.69064,0.49303,0.848341,0.507375,0.4398,0.6967,0.8545,0.600366,0.012185,0.1423778204109197,0.8201368577788367,0.9343375233768979,0.8819171594740991,16.0,89.0,73.0,-0.0005194804119199723,0.33938895533516994,0.08701533413905825
1072,1783787961,0.346577,0.335506,0.69064,0.49303,0.848341,0.507375,0.4398,0.6966,0.8523,0.600205,0.367311,0.1423778204109197,0.8201371256754416,0.9343376658810559,0.8660347052247765,15.0,91.0,76.0,1.6175299013981462e-07,0.3395865687346189,0.08701533413905825
1073,1783787982,0.348519,0.336574,0.690335,0.492993,0.848341,0.507236,0.4398,0.6965,0.8548,0.600208,0.220387,0.1423778204109197,0.8195825372118929,0.9339216662041977,0.873896391014453,13.0,90.0,77.0,0.0017882800735974198,0.33960865811423324,0.08701533413905825
1074,1783788001,0.348526,0.336578,0.690334,0.492993,0.848341,0.507235,0.4398,0.6963,0.8542,0.600144,0.492232,0.1423778204109197,0.8195807626113647,0.9339202770134993,0.8586330160519031,10.0,98.0,88.0,6.740934796617772e-06,0.3397017406799632,0.08701533413905825
1075,1783788020,0.347963,0.336268,0.690423,0.493004,0.848341,0.507276,0.4398,0.6962,0.8548,0.600344,0.295339,0.1423778204109197,0.8197419222081375,0.9340410885594683,0.8646033561727581,14.0,87.0,73.0,-0.0005182635485418071,0.3394860984759742,0.08701533413905825
1076,1783788039,0.347963,0.336268,0.690423,0.493005,0.848341,0.507275,0.4398,0.696,0.8548,0.600303,0.536519,0.1423778204109197,0.8197421884475999,0.934041230175944,0.8567910595343198,12.0,97.0,85.0,1.608570898346024e-07,0.33952352893318183,0.08701533413905825
1077,1783788058,0.348199,0.336398,0.690386,0.493001,0.848341,0.507258,0.4399,0.6959,0.8581,0.599963,0.321911,0.1423778204109197,0.8196748987195838,0.9339907049050977,0.8556570369956343,16.0,92.0,76.0,0.00021785055578020307,0.33992223025322726,0.08701533413905825
1078,1783788077,0.348292,0.33645,0.690372,0.492999,0.848341,0.507251,0.4399,0.6958,0.8598,0.600151,0.553147,0.1423778204109197,0.8196484974694699,0.9339708460807645,0.8782650226155602,16.0,86.0,70.0,8.60928772102887e-05,0.3397414811772591,0.08701533413905825
1079,1783788100,0.348104,0.336346,0.690401,0.493002,0.848342,0.507265,0.4399,0.6956,0.8609,0.600205,0.331888,0.1423778204109197,0.8197025402537526,0.9340113203701141,0.864783660694315,12.0,95.0,83.0,-0.00017312787574074113,0.33968283682408135,0.08701533413905825
1080,1783788128,0.348316,0.336463,0.690368,0.492998,0.848342,0.507249,0.4398,0.6955,0.8652,0.600438,0.199133,0.1423778204109197,0.8196423557400294,0.9339661242736453,0.8350242194894095,13.0,93.0,80.0,0.00019495660408271623,0.33940464577685686,0.08701533413905825
1081,1783788156,0.348081,0.336333,0.690405,0.493003,0.848342,0.507266,0.4398,0.6953,0.8689,0.600574,0.11948,0.1423778204109197,0.8197097310403428,0.9340165981251898,0.8748533965772533,15.0,88.0,73.0,-0.00021609091046674377,0.33921253204379975,0.08701533413905825
1082,1783788184,0.348736,0.336694,0.690303,0.492991,0.848342,0.507219,0.4398,0.6952,0.8718,0.60022,0.071688,0.1423778204109197,0.8195228837111752,0.9338764050919112,0.8452730653064678,13.0,89.0,76.0,0.0006031938697652785,0.33959097243065983,0.08701533413905825
1083,1783788212,0.348736,0.336694,0.690303,0.492991,0.848342,0.507219,0.4398,0.695,0.8727,0.600265,0.401648,0.1423778204109197,0.8195231470867855,0.933876545174305,0.864937433336177,16.0,91.0,75.0,1.593134566412785e-07,0.33955498070146184,0.08701533413905825
1084,1783788240,0.349253,0.336978,0.690222,0.492981,0.848342,0.507182,0.4398,0.6949,0.8781,0.600194,0.240989,0.1423778204109197,0.8193756322792057,0.933765851706198,0.8750644501535056,14.0,89.0,75.0,0.00047649606687933467,0.33964506649102333,0.08701533413905825
1085,1783788268,0.349596,0.337167,0.690168,0.492974,0.848342,0.507157,0.4398,0.6947,0.8726,0.600451,0.144593,0.1423778204109197,0.8192779998449109,0.9336925701047494,0.8429273846296548,8.0,99.0,91.0,0.0003157372696536299,0.33935516654371634,0.08701533413905825
1086,1783788296,0.348641,0.336641,0.690318,0.492992,0.848342,0.507225,0.4397,0.6946,0.8693,0.600707,0.086756,0.1423778204109197,0.8195510412292623,0.9338972939537835,0.8595531950963998,13.0,92.0,79.0,-0.0008789493341547478,0.33903005658060137,0.08701533413905825
1087,1783788324,0.348741,0.336697,0.690302,0.49299,0.848342,0.507217,0.4397,0.6944,0.866,0.600679,0.409483,0.1423778204109197,0.8195226500442824,0.9338759434621222,0.8636409076270205,17.0,87.0,70.0,9.25032186322712e-05,0.339014719606421,0.08701533413905825
1088,1783788352,0.34736,0.335937,0.69052,0.493017,0.848343,0.507316,0.4396,0.6943,0.8644,0.600798,0.24569,0.1423778204109197,0.8199175643464419,0.9341720721719221,0.8761816803599031,13.0,92.0,79.0,-0.0012712674557140329,0.33884396372449455,0.08701533413905825
1089,1783788380,0.347715,0.336132,0.690464,0.49301,0.848343,0.50729,0.4396,0.6941,0.8623,0.600838,0.147414,0.1423778204109197,0.8198165248033116,0.9340962355836674,0.8652903787550941,11.0,99.0,88.0,0.0003265430890869496,0.33876053460714617,0.08701533413905825
1090,1783788408,0.347703,0.336126,0.690466,0.49301,0.848343,0.507291,0.4397,0.694,0.8594,0.60034,0.088448,0.1423778204109197,0.8198200858602412,0.9340988495311767,0.8443672545701189,11.0,92.0,81.0,-1.0476209229978633e-05,0.3393177742250023,0.08701533413905825
1091,1783788437,0.347703,0.336126,0.690466,0.49301,0.848343,0.507291,0.4397,0.6938,0.8578,0.600091,0.053069,0.1423778204109197,0.8198203460181369,0.9340989878899351,0.8800886388118906,14.0,89.0,75.0,1.575839996564606e-07,0.33965306195750156,0.08701533413905825
1092,1783788465,0.347893,0.33623,0.690437,0.493007,0.848343,0.507277,0.4398,0.6937,0.8543,0.599904,0.031841,0.1423778204109197,0.8197663835556718,0.9340584593687556,0.8629696905234079,10.0,97.0,87.0,0.00017486730650107416,0.3399341233702511,0.08701533413905825
1093,1783788493,0.347986,0.336281,0.690422,0.493005,0.848343,0.50727,0.4399,0.6936,0.8535,0.60012,0.289342,0.1423778204109197,0.8197399715848583,0.9340385938014546,0.8796667171491744,14.0,90.0,76.0,8.609734397918106e-05,0.3397450863591757,0.08701533413905825
1094,1783788521,0.348998,0.336838,0.690263,0.492986,0.848343,0.507198,0.4399,0.6934,0.8531,0.600048,0.173605,0.1423778204109197,0.8194510715510319,0.9338218622718425,0.8619826202753481,12.0,96.0,84.0,0.000932146468745373,0.33984892045142295,0.08701533413905825
1095,1783788550,0.347212,0.335855,0.690544,0.493019,0.848343,0.507325,0.4399,0.6933,0.858,0.600027,0.104163,0.1423778204109197,0.8199618224550874,0.9342048690303985,0.86625611981574,15.0,87.0,72.0,-0.0016443925853607587,0.3398959843159961,0.08701533413905825
1096,1783788578,0.347212,0.335855,0.690544,0.493019,0.848344,0.507325,0.4399,0.6931,0.861,0.600283,0.389622,0.1423778204109197,0.8199620806312438,0.9342050063275973,0.8711585094297828,12.0,91.0,79.0,1.5651841208821593e-07,0.33961214902119724,0.08701533413905825
1097,1783788607,0.348284,0.336445,0.690376,0.492999,0.848344,0.507248,0.4399,0.693,0.864,0.600274,0.233773,0.1423778204109197,0.819655931580391,0.9339753382889154,0.8662537327237004,9.0,90.0,81.0,0.0009875406807439925,0.33960328431483805,0.08701533413905825
1098,1783788635,0.348481,0.336553,0.690345,0.492996,0.848344,0.507234,0.4399,0.6928,0.8662,0.600037,0.140264,0.1423778204109197,0.819599929136744,0.933933280289825,0.8562008296820119,13.0,88.0,75.0,0.00018146124179100725,0.3398704390203865,0.08701533413905825
1099,1783788664,0.348817,0.336738,0.690292,0.492989,0.848344,0.50721,0.4399,0.6927,0.8665,0.600152,0.084158,0.1423778204109197,0.8195043354678505,0.9338615289557985,0.8528992374726105,10.0,89.0,79.0,0.0003090769906718558,0.33975584731427055,0.08701533413905825
1100,1783788692,0.348458,0.336541,0.690349,0.492996,0.848344,0.507235,0.4399,0.6926,0.8667,0.600228,0.050495,0.1423778204109197,0.8196071094079247,0.9339385534123072,0.8629149302514054,14.0,91.0,77.0,-0.0003302185947699923,0.33966645311998933,0.08701533413905825
1101,1783788716,0.345877,0.335121,0.690755,0.493045,0.848344,0.507419,0.4399,0.6924,0.8658,0.600086,0.030297,0.1423778204109197,0.8203447529578392,0.934491730159819,0.8550083304994451,15.0,87.0,72.0,-0.002374449792018186,0.3398246371839925,0.08701533413905825
1102,1783788736,0.345025,0.334652,0.690889,0.493061,0.848344,0.50748,0.4399,0.6923,0.8639,0.600054,0.018178,0.1423778204109197,0.8205885056740261,0.9346744888654699,0.8425061706265092,17.0,90.0,73.0,-0.0007837900115510558,0.33987372602879473,0.08701533413905825
1103,1783788755,0.345025,0.334652,0.690889,0.493061,0.848344,0.50748,0.4399,0.6921,0.8614,0.600027,0.35644,0.1423778204109197,0.820588761112908,0.9346746246963908,0.8484521275310343,16.0,92.0,76.0,1.550501859591492e-07,0.3399175482201563,0.08701533413905825
1104,1783788775,0.345025,0.334652,0.690889,0.493061,0.848344,0.50748,0.4399,0.692,0.8596,0.600298,0.213864,0.1423778204109197,0.8205890161642463,0.9346747603197161,0.8598652594451519,12.0,88.0,76.0,1.54841555046928e-07,0.33960954375410934,0.08701533413905825
1105,1783788794,0.34928,0.336993,0.69022,0.492981,0.848345,0.507175,0.4399,0.6918,0.8586,0.600376,0.128318,0.1423778204109197,0.8193734201622347,0.9337630077359065,0.8707648290926997,13.0,92.0,79.0,0.003919277812070906,0.3394916006278765,0.08701533413905825
1106,1783788814,0.348921,0.336796,0.690277,0.492988,0.848345,0.507201,0.4398,0.6917,0.858,0.600624,0.076991,0.1423778204109197,0.8194761917744071,0.9338400309454267,0.8509121931305274,12.0,92.0,80.0,-0.00033026262945302985,0.3391710004395134,0.08701533413905825
1107,1783788833,0.348477,0.336551,0.690347,0.492997,0.848345,0.507232,0.4398,0.6915,0.8616,0.600564,0.046195,0.1423778204109197,0.8196035567794006,0.9339354992820699,0.8473883487780942,16.0,92.0,76.0,-0.0004094786707501599,0.33919098030765943,0.08701533413905825
1108,1783788857,0.348477,0.336551,0.690347,0.492997,0.848345,0.507232,0.4397,0.6914,0.8642,0.600662,0.387717,0.1423778204109197,0.8196038102891824,0.9339356340796285,0.8582371207768782,13.0,90.0,77.0,1.5400330682559788e-07,0.3390473262153615,0.08701533413905825
1109,1783788885,0.348302,0.336455,0.690375,0.493,0.848345,0.507245,0.4397,0.6912,0.866,0.600682,0.23263,0.1423778204109197,0.819653836526831,0.9339730985052277,0.861799008800968,10.0,86.0,76.0,-0.00016023899787975758,0.33899176835075295,0.08701533413905825
1110,1783788914,0.348743,0.336697,0.690306,0.492992,0.848345,0.507213,0.4397,0.6911,0.867,0.600658,0.139578,0.1423778204109197,0.8195283114931996,0.9338788995593245,0.8417660082651299,13.0,95.0,82.0,0.0004055197341714295,0.338995197845527,0.08701533413905825
1111,1783788943,0.348743,0.336697,0.690306,0.492992,0.848345,0.507213,0.4397,0.6909,0.8677,0.600241,0.083747,0.1423778204109197,0.819528563855806,0.9338790337423748,0.8420734862925819,13.0,96.0,83.0,1.5338520871382167e-07,0.3394728584918689,0.08701533413905825
1112,1783788972,0.348856,0.33676,0.690288,0.49299,0.848345,0.507204,0.4398,0.6908,0.8713,0.60024,0.410248,0.1423778204109197,0.8194963713932724,0.9338548343881643,0.8504740881375776,13.0,88.0,75.0,0.0001047208911505742,0.3395165009443083,0.08701533413905825
1113,1783789001,0.348856,0.33676,0.690288,0.49299,0.848346,0.507204,0.4397,0.6906,0.8721,0.600586,0.246149,0.1423778204109197,0.8194966229953349,0.9338549681638137,0.8595960295466805,17.0,91.0,74.0,1.5297550253093648e-07,0.33913807066101587,0.08701533413905825
1114,1783789030,0.34909,0.336888,0.690252,0.492985,0.848346,0.507187,0.4396,0.6905,0.8731,0.60088,0.147689,0.1423778204109197,0.8194302075517262,0.9338051017364413,0.8628207956776632,13.0,97.0,84.0,0.00021503201093499774,0.33876844946271106,0.08701533413905825
1115,1783789059,0.348991,0.336834,0.690267,0.492987,0.848346,0.507194,0.4396,0.6903,0.8723,0.600993,0.088613,0.1423778204109197,0.8194585801743954,0.9338263264398297,0.8633210016793802,11.0,90.0,79.0,-9.048672027983126e-05,0.3385821746238977,0.08701533413905825
1116,1783789088,0.349004,0.336841,0.690265,0.492987,0.848346,0.507193,0.4395,0.6901,0.8709,0.600944,0.053168,0.1423778204109197,0.8194551217530694,0.933823677941094,0.8601143848554503,16.0,95.0,79.0,1.2106525802192622e-05,0.3385887022367283,0.08701533413905825
1117,1783789116,0.348643,0.336643,0.690322,0.492994,0.848346,0.507219,0.4395,0.69,0.8712,0.600986,0.031901,0.1423778204109197,0.8195585098441411,0.9339011644073497,0.8727898498298365,13.0,94.0,81.0,-0.00033223957071758025,0.3385094115657098,0.08701533413905825
1118,1783789145,0.349136,0.336913,0.690245,0.492985,0.848346,0.507183,0.4395,0.6898,0.8714,0.600896,0.019141,0.1423778204109197,0.8194180928928856,0.9337957971723753,0.8726368723478455,13.0,93.0,80.0,0.00045355297929319663,0.33858950809599686,0.08701533413905825
1119,1783789174,0.348667,0.336656,0.690319,0.492993,0.848346,0.507217,0.4395,0.6897,0.8751,0.600638,0.011485,0.1423778204109197,0.8195521200112443,0.9338962630699483,0.8627832501483566,13.0,88.0,75.0,-0.00043098832040622395,0.33888701566719776,0.08701533413905825
